iter	Passed	Remaining
594	7019948	4778284
595	7032147	4766757
596	7044431	4755286
597	7057178	4744123
598	7069783	4732860
599	7082569	4721713
600	7095210	4710464
601	7107796	4699174
602	7120499	4687957
603	7133161	4676708
604	7146396	4665828
605	7158686	4654327
606	7171382	4643086
607	7184160	4631892
608	7196538	4620437
609	7209197	4609159
610	7221685	4597766
611	7235075	4586943
612	7247483	4575491
613	7259707	4563920
614	7271912	4552335
615	7284045	4540703
616	7296957	4529553
617	7309706	4518297
618	7322250	4506910
619	7335067	4495686
620	7348154	4484622
621	7360102	4472859
622	7372728	4461506
623	7386048	4450567
624	7398527	4439116
625	7411071	4427700
626	7424230	4416647
627	7437025	4405371
628	7450455	4394465
629	7462969	4383014
630	7468889	4367702
631	7482050	4356636
632	7493591	4344625
633	7506625	4333477
634	7519088	4321995
635	7531451	4310453
636	7543820	4298911
637	7556129	4287333
638	7568887	4276007
639	7581151	4264397
640	7593985	4253105
641	7605490	4241067
642	7618703	4229979
643	7631547	4218681
644	7643797	4207051
645	7655920	4195349
646	7667741	4183481
647	7679717	4171698
648	7692311	4160248
649	7705083	4148891
650	7717699	4137445
651	7729638	4125635
652	7742335	4114227
653	7754919	4102755
654	7767392	4091222
655	7779821	4079662
656	7792537	4068250
657	7804648	4056519
658	7817967	4045412
659	7829825	4033546
660	7842468	4022082
661	7854827	4010470
662	7855691	3993013
663	7859273	3976981
664	7871895	3965541
665	7884137	3953906
666	7897161	3942660
667	7910257	3931445
668	7923085	3920091
669	7936756	3909148
670	7949353	3897671
671	7961894	3886162
672	7974134	3874505
673	7987154	3863222
674	7999879	3851793
675	8012292	3840211
676	8025362	3828939
677	8038298	3817599
678	8050796	3806046
679	8063526	3794600
680	8074891	3782511
681	8084888	3769786
682	8093988	3756653
683	8103499	3743722
684	8112365	3730504
685	8121470	3717407
686	8130746	3704401
687	8139822	3691315
688	8148806	3678198
689	8157687	3665047
690	8167073	3652135
691	8176481	3639243
692	8185303	3626101
693	8193240	3612581
694	8201610	3599267
695	8209908	3585936
696	8218160	3572600
697	8226621	3559369
698	8234886	3546067
699	8242418	3532465
700	8250464	3519099
701	8258884	3505908
702	8267505	3492815
703	8275946	3479659
704	8283963	3466339
705	8292468	3453237
706	8300803	3440078
707	8309251	3426979
708	8317400	3413770
709	8325871	3400708
710	8334370	3387669
711	8342218	3374380
712	8349745	3360977
713	8354686	3346555
714	8359579	3332140
715	8364058	3317587
716	8364125	3301321
717	8368466	3286779
718	8372979	3272332
719	8377604	3257957
720	8382179	3243589
721	8386605	3229191
722	8390906	3214773
723	8395397	3200455
724	8400472	3186386
725	8405479	3172315
726	8409902	3158051
727	8413950	3143673
728	8418030	3129336
729	8422312	3115101
730	8426413	3100827
731	8430461	3086562
732	8434623	3072366
733	8438625	3058139
734	8442962	3044061
735	8447116	3029943
736	8451217	3015834
737	8455484	3001811
738	8459569	2987750
739	8463604	2973698
740	8467878	2959757
741	8472106	2945826
742	8476117	2931846
743	8480232	2917929
744	8481148	2902943
745	8485456	2889150
746	8489548	2875308
747	8493644	2861495
748	8497800	2847727
749	8501812	2833937
750	8505954	2820216
751	8510101	2806522
752	8514241	2792851
753	8518324	2779188
754	8522446	2765562
755	8526565	2751960
756	8530739	2738401
757	8534906	2724864
758	8539019	2711335
759	8543097	2697820
760	8547207	2684339
761	8551246	2670861
